rollupcode,lineofbusiness,statecode,state,high_risk,coexisting_condition,60plus_age_old,70plus_age_old,80plus_age_old,60plus_age,70plus_age,80plus_age,asthma,cancer,liver_disease,chronic_kidney_disease,copd,ischemic_heart_disease,diabetes,heart_failure,hypertension,2plus_high_risk,anxiety,bipolar,depression,sud,oud,pct_adult_smoke,bh_high_needs_old,bh_high_needs,any_bh_conditions,high_risk_high_bh_old,high_risk_high_bh,high_risk_any_bh,nf_beds_rate,pct_nf_poor_rating,pop_density,pct_below_poverty,pct_income_below_50,pct_snap_benefits,pct_severe_housing_problems,pct_food_insecure,pct_uninsured,pct_unemployed,pct_children_from_single_parent_households,pct_children_on_free_or_reduced_lunchs,acute_hosp_all_beds_rate,pcp_rate,pcp_mlp_rate,any_bhprovider_rate,bh_psychiatrist_rate,bh_psychologist_rate,sdoh_percent_rank,sdoh_quintile,AnyCCorAge60+_percent_rank,AnyCCorAge60+_quintile,HighneedsBH_percentile,HighneedsBH_quintile,population,Members in Sample,Weighted Members in Sample,Pop Weight Factor,Sufficient Data?,Pct. Black,pct_white,pct_black_v2,pct_nativeamerican,pct_asian,pct_nativehawaiian,pct_othrace,pct_2races,pct_hispanic,pct_minority,pct_medicare,pct_medicaid,homeless_rate,pct_obese,pct_alcoholuse,violentcrime_rate,pct_rural,pct_jobsatrisk,incarcerated_rate,nursinghome_rate,high_risk_log,coexisting_condition_log,60plus_age_old_log,70plus_age_old_log,80plus_age_old_log,60plus_age_log,70plus_age_log,80plus_age_log,asthma_log,cancer_log,liver_disease_log,chronic_kidney_disease_log,copd_log,ischemic_heart_disease_log,diabetes_log,heart_failure_log,hypertension_log,2plus_high_risk_log,anxiety_log,bipolar_log,depression_log,sud_log,oud_log,pct_adult_smoke_log,bh_high_needs_old_log,bh_high_needs_log,any_bh_conditions_log,high_risk_high_bh_old_log,high_risk_high_bh_log,high_risk_any_bh_log,nf_beds_rate_log,pct_nf_poor_rating_log,pop_density_log,pct_below_poverty_log,pct_income_below_50_log,pct_snap_benefits_log,pct_severe_housing_problems_log,pct_food_insecure_log,pct_uninsured_log,pct_unemployed_log,pct_children_from_single_parent_households_log,pct_children_on_free_or_reduced_lunchs_log,acute_hosp_all_beds_rate_log,pcp_rate_log,pcp_mlp_rate_log,any_bhprovider_rate_log,bh_psychiatrist_rate_log,bh_psychologist_rate_log,sdoh_percent_rank_log,sdoh_quintile_log,AnyCCorAge60+_percent_rank_log,AnyCCorAge60+_quintile_log,HighneedsBH_percentile_log,HighneedsBH_quintile_log,population_log,Members in Sample_log,Weighted Members in Sample_log,Pop Weight Factor_log,Sufficient Data?_log,Pct. Black_log,pct_white_log,pct_black_v2_log,pct_nativeamerican_log,pct_asian_log,pct_nativehawaiian_log,pct_othrace_log,pct_2races_log,pct_hispanic_log,pct_minority_log,pct_medicare_log,pct_medicaid_log,homeless_rate_log,pct_obese_log,pct_alcoholuse_log,violentcrime_rate_log,pct_rural_log,pct_jobsatrisk_log,incarcerated_rate_log,nursinghome_rate_log,neighborhood_stress_score,algorex_sdoh_composite_score,social_isolation_score,transportation_access_score,food_access_score,unstable_housing_score,aces_score,public_transit_access_score,vehicle_access_score,state_govt_assistance,large_households,homeless_indicator
CY2017,Medicare FFS,MT,Montana,0.930472103,0.50472103,0.890128755,0.491738197,0.176824034,0.249816651,0.115255171,0.040460502,0.111158798,0.077896996,0.021030043,0.108154506,0.099034335,0.132618026,0.142167382,0.071566524,0.358905579,0.302253219,0.113412017,0.018240343,0.144527897,0.012660944,0.011266094,0.172,0.086266094,0.018240343,0.390128755,0.072961373,0.013197425,0.359978541,3610.805164,0.267605634,7,0.144,0.063,0.102,0.148,0.111,0.104,0.037,0.284629993,0.45,254.2088163,104.9655197,250.3248008,303.7300143,12.52595008,22.62439045,0.4375,3,0.52,3,0.66,4,1062305,9320,9320,1,1,0.004,0.863,0.004,0.062,0.007,0.001,0,0.025,0.037,0.112,0.223189126,0.250373351,131.7652268,0.258,0.209,346,0.441,0.399,642,525,-0.031296643,-0.296948599,-0.050547169,-0.308266055,-0.752458706,-0.602378617,-0.93833958,-1.39296873,-0.954056158,-1.10847929,-1.677159839,-0.965955382,-1.00421421,-0.877397441,-0.847200034,-1.145290076,-0.445019791,-0.519629065,-0.945340926,-1.738966999,-0.840048317,-1.897533912,-1.948226629,-0.764471553,-1.064159866,-1.738966991,-0.408792038,-1.136907002,-1.879510801,-0.443723388,3.557604055,-0.572504747,0.84509804,-0.841637508,-1.200659451,-0.991399828,-0.829738285,-0.954677021,-0.982966661,-1.431798276,-0.545719338,-0.346787486,2.405190608,2.02104666,2.398503879,2.482487711,1.097810677,1.354576887,-0.359021943,0.477121255,-0.283996656,0.477121255,-0.180456064,0.602059991,6.026249226,3.969415912,3.969415912,0,0,-2.397940009,-0.063989204,-2.397940009,-1.207608311,-2.15490196,-3,,-1.602059991,-1.431798276,-0.950781977,-0.651326968,-0.601411898,2.119800814,-0.588380294,-0.679853714,2.539076099,-0.355561411,-0.399027104,2.807535028,2.720159303,-0.1,5.68,2.95,5.64,3.15,2.91,4.72,0.12,0.4,1.57,0.9,1.8
CY2017,Medicare FFS,NE,Nebraska,0.946753247,0.556103896,0.905714286,0.536428571,0.218831169,0.210529936,0.101712027,0.041059766,0.109675325,0.079350649,0.023636364,0.14012987,0.100454545,0.172012987,0.180844156,0.087272727,0.436948052,0.360974026,0.120194805,0.021038961,0.135909091,0.01,0.006948052,0.154,0.06487013,0.019285714,0.364220779,0.055844156,0.014090909,0.341883117,5498.603723,0.330097087,25,0.12,0.051,0.088,0.128,0.116,0.096,0.028,0.287910004,0.437830009,243.6743666,118.5371512,264.9001727,274.3514645,13.14732769,24.71063999,0.14625,1,0.94,5,0.06,1,1929268,15400,15400,1,1,0.047,0.794,0.046,0.007,0.023,0.001,0.001,0.021,0.107,0.184,0.182363995,0.128240829,124.8732128,0.322,0.217,285,0.269,0.35,534,740,-0.023763197,-0.254844062,-0.043008782,-0.270488099,-0.65989082,-0.676686143,-0.992627692,-1.386583529,-0.95989107,-1.100449517,-1.626419331,-0.853469281,-0.998030409,-0.764438763,-0.742695521,-1.059121453,-0.359570192,-0.442524047,-0.920114303,-1.676975711,-0.866751492,-2,-2.15813694,-0.812479279,-1.187955232,-1.714764272,-0.438635281,-1.253022268,-1.851060987,-0.466122345,3.740252422,-0.481358308,1.397940009,-0.920818754,-1.292429824,-1.055517328,-0.89279003,-0.935542011,-1.017728767,-1.552841969,-0.540743244,-0.358694475,2.386809846,2.073854486,2.423082241,2.438307283,1.118837488,1.392883994,-0.834904125,0,-0.026872146,0.698970004,-1.22184875,0,6.285392561,4.187520721,4.187520721,0,0,-1.327902142,-0.100179498,-1.337242168,-2.15490196,-1.638272164,-3,-3,-1.677780705,-0.970616222,-0.735182177,-0.739060902,-0.891973682,2.096469285,-0.492144128,-0.663540266,2.45484486,-0.57024772,-0.455931956,2.727541257,2.86923172,-0.11,5.62,3.09,5.12,3.07,3.32,4.85,0.09,0.38,0.82,1.2,1.57
CY2017,Medicare FFS,NV,Nevada,0.9363413,0.522838955,0.889267367,0.481963368,0.146526692,0.209431277,0.09707378,0.030015235,0.117880277,0.064272951,0.028869779,0.158923386,0.103361626,0.154344427,0.175843199,0.071420594,0.421934331,0.353361626,0.122626759,0.021777976,0.116763458,0.019935224,0.021275408,0.176,0.067232522,0.022224704,0.345990619,0.058912218,0.01680813,0.325999553,1709.371208,0.343283582,27,0.142,0.066,0.123,0.196,0.122,0.131,0.046,0.368730011,0.588120003,183.11993,79.57821468,167.8137634,209.1265616,8.830480742,22.12814586,0.76,4,0.66,4,0.14,1,3034392,17908,17908,1,1,0.088,0.499,0.086,0.009,0.079,0.006,0.003,0.034,0.285,0.464,0.183649413,0.216806656,248.2577115,0.257,0.193,657,0.058,0.474,766,185,-0.02856582,-0.281632062,-0.050967644,-0.316985969,-0.834083255,-0.678958458,-1.01289806,-1.52265825,-0.928558852,-1.19197176,-1.539556541,-0.79881219,-0.985640667,-0.811509047,-0.754874424,-1.146176542,-0.374755136,-0.451780615,-0.91141475,-1.661982485,-0.932693052,-1.70037888,-1.672122103,-0.754487332,-1.172420597,-1.653164014,-0.460935676,-1.229794626,-1.77448059,-0.486782995,3.232836385,-0.464346967,1.431363764,-0.847711656,-1.180456064,-0.910094889,-0.707743929,-0.913640169,-0.882728704,-1.337242168,-0.433291514,-0.230534049,2.262735614,1.900794192,2.224827577,2.320409197,0.945984348,1.344945025,-0.119186408,0.602059991,-0.180456064,0.602059991,-0.853871964,0,6.482071685,4.253047086,4.253047086,0,0,-1.055517328,-0.301899454,-1.065501549,-2.045757491,-1.102372909,-2.22184875,-2.522878745,-1.468521083,-0.54515514,-0.333482019,-0.736010456,-0.66392739,2.394902748,-0.590066877,-0.714442691,2.81756537,-1.236572006,-0.324221658,2.88422877,2.267171728,-0.12,6,2.87,3.47,2.9,3.5,4.89,0.79,0.91,3.54,0.9,1.7
CY2017,Medicare FFS,NH,New Hampshire,0.917000227,0.560154067,0.864058606,0.49142814,0.178536364,0.240764143,0.110432101,0.04100558,0.120081565,0.087078015,0.029302923,0.126878635,0.09727362,0.142738464,0.17211691,0.070916094,0.431236311,0.353372102,0.161015029,0.023261083,0.156936787,0.015557737,0.01789895,0.157,0.104448305,0.020315686,0.428970622,0.087984291,0.015255645,0.392115399,3381.776892,0.297297297,151,0.081,0.036,0.076,0.151,0.091,0.07,0.025,0.281580009,0.287639999,172.9927139,121.0348328,295.3039686,301.4608274,20.3476673,37.3916543,0.165,1,0.14,1,0.94,5,1356458,13241,13241,1,1,0.014,0.904,0.013,0.001,0.027,0,0.001,0.018,0.036,0.077,0.223747004,0.133881644,104.8167659,0.279,0.207,196,0.397,0.368,404,589,-0.037630557,-0.251692506,-0.0634568,-0.308539979,-0.748273314,-0.618408191,-0.956904666,-1.387157036,-0.920523661,-1.06009148,-1.533089056,-0.896611502,-1.012004922,-0.845458981,-0.764176459,-1.149255193,-0.365284678,-0.45176774,-0.793133585,-1.633370069,-0.804275243,-1.808053574,-1.747172445,-0.804100348,-0.981098603,-1.692168506,-0.367572449,-1.055594861,-1.816569416,-0.406586102,3.529144952,-0.526809039,2.178976947,-1.091514981,-1.443697499,-1.119186408,-0.821023053,-1.040958608,-1.15490196,-1.602059991,-0.550398182,-0.541150721,2.238027812,2.082910375,2.470269284,2.479230887,1.308514628,1.57277468,-0.782516056,0,-0.853871964,0,-0.026872146,0.698970004,6.132406351,4.121920786,4.121920786,0,0,-1.853871964,-0.04383157,-1.886056648,-3,-1.568636236,,-3,-1.744727495,-1.443697499,-1.113509275,-0.650242771,-0.873278963,2.020430755,-0.554395797,-0.684029655,2.292256071,-0.401209493,-0.434152181,2.606381365,2.770115295,-0.07,5.83,2.88,6.23,2.81,3.02,4.83,0.15,0.39,2.64,0.9,0.86
CY2017,Medicare FFS,NJ,New Jersey,0.945533605,0.623896002,0.898951296,0.540014745,0.215322811,0.217094759,0.105365946,0.04148012,0.120683689,0.094187744,0.029791012,0.165189654,0.098611257,0.216526488,0.219836601,0.100476957,0.526984939,0.428027624,0.138844169,0.022553902,0.120969562,0.011690715,0.015437161,0.137,0.081865098,0.02345666,0.343183425,0.073499541,0.018777365,0.324225509,3884.788689,0.258953168,1211,0.107,0.048,0.092,0.217,0.096,0.09,0.041,0.295930004,0.375620003,199.8401591,98.26832353,188.6015218,227.5070727,17.7786984,31.29408054,0.40625,3,0.88,5,0.48,3,8908520,66463,66463,1,1,0.135,0.558,0.127,0.001,0.093,0,0.004,0.017,0.199,0.421,0.179841969,0.187860464,98.90447281,0.264,0.181,253,0.053,0.353,591,517,-0.024323031,-0.204887797,-0.046263837,-0.267594382,-0.666909959,-0.663350661,-0.97729973,-1.382159992,-0.918351423,-1.026005605,-1.525914744,-0.782017156,-1.006073505,-0.664488968,-0.657899999,-0.997933526,-0.278201797,-0.368528202,-0.857472354,-1.646778311,-0.917323892,-1.932158927,-1.811432566,-0.863279433,-1.086901214,-1.629733825,-0.464473696,-1.133715373,-1.726365355,-0.489152819,3.589367401,-0.586778772,3.083144143,-0.970616222,-1.318758763,-1.036212173,-0.663540266,-1.017728767,-1.045757491,-1.387216143,-0.528811,-0.425251288,2.300682767,1.992413547,2.275545193,2.356994902,1.249899963,1.495462196,-0.391206626,0.477121255,-0.055517328,0.698970004,-0.318758763,0.477121255,6.949805559,4.822579941,4.822579941,0,0,-0.869666232,-0.253365801,-0.896196279,-3,-1.031517051,,-2.397940009,-1.769551079,-0.701146924,-0.375717904,-0.74510895,-0.72616461,1.995215932,-0.578396073,-0.742321425,2.403120521,-1.27572413,-0.452225295,2.771587481,2.713490543,-0.14,6.01,2.66,5.95,2.62,2.66,4.87,2.9,1.92,1.39,1.4,1.08
CY2017,Medicare FFS,NM,New Mexico,0.917244219,0.507033555,0.8655047,0.468812187,0.165786043,0.226600696,0.107768274,0.037526154,0.106704179,0.058395663,0.030192822,0.133328759,0.083579222,0.139641803,0.184244836,0.069512111,0.388115007,0.333356207,0.113291704,0.020037055,0.132299458,0.017909833,0.017498113,0.175,0.078638578,0.021752556,0.345021615,0.065600769,0.015370891,0.314142592,2112.680341,0.450704225,17,0.206,0.091,0.17,0.178,0.155,0.11,0.049,0.4,0.717099991,183.4204069,111.4240599,233.4005491,447.4709664,17.55540505,38.94805711,0.93125,5,0.16,1,0.36,2,2095428,14573,14573,1,1,0.02,0.377,0.018,0.088,0.014,0,0.002,0.015,0.485,0.606,0.201993162,0.35377211,155.4564693,0.266,0.162,649,0.226,0.361,921,270,-0.037515017,-0.294963299,-0.062730569,-0.329001107,-0.780452034,-0.644738761,-0.967509074,-1.425665946,-0.971818571,-1.233619406,-1.520096293,-0.875076163,-1.077901676,-0.854984552,-0.734604676,-1.157939522,-0.411039564,-0.477091454,-0.945801891,-1.69816611,-0.878441935,-1.746908464,-1.757008783,-0.756961951,-1.104364348,-1.662489703,-0.462153696,-1.18309107,-1.813300947,-0.502873177,3.324833791,-0.346108371,1.230448921,-0.68613278,-1.040958608,-0.769551079,-0.749579998,-0.809668302,-0.958607315,-1.30980392,-0.397940009,-0.144420283,2.263447653,2.046978979,2.368101873,2.650764862,1.244410854,1.590485798,-0.030933714,0.698970004,-0.795880017,0,-0.443697499,0.301029996,6.321272743,4.163548965,4.163548965,0,0,-1.698970004,-0.42365865,-1.744727495,-1.055517328,-1.853871964,,-2.698970004,-1.823908741,-0.314258261,-0.217527376,-0.694663332,-0.451276408,2.1916088,-0.575118363,-0.790484985,2.812244697,-0.645891561,-0.442492798,2.96425963,2.431363764,-0.18,6.19,2.92,6.89,2.92,3.1,4.74,0.23,0.5,3.32,0.8,4.13
CY2017,Medicare FFS,NY,New York,0.924629026,0.561870762,0.869794056,0.503390693,0.210473196,0.218234129,0.106110915,0.041830974,0.116201089,0.085689024,0.032196985,0.145111647,0.093354576,0.189136437,0.200522158,0.092345292,0.455512274,0.385779943,0.122073286,0.021703771,0.124116877,0.013329218,0.01060165,0.141,0.090276677,0.02871871,0.342947943,0.079032756,0.022813149,0.315814058,3822.293343,0.340872375,414,0.151,0.067,0.152,0.239,0.114,0.066,0.041,0.347080002,0.503450012,202.5029715,114.0960696,274.8579317,341.5356162,33.33126581,58.51533784,0.62,4,0.34,2,0.7,4,19542209,119887,119887,1,1,0.157,0.559,0.143,0.002,0.082,0,0.005,0.019,0.189,0.417,0.182907127,0.306642797,465.147689,0.255,0.188,379,0.121,0.351,539,601,-0.034032477,-0.250363567,-0.060583565,-0.298094818,-0.676803204,-0.661077331,-0.97423994,-1.378502022,-0.934789802,-1.067074804,-1.492184795,-0.838297729,-1.029864389,-0.723224797,-0.69783763,-1.034585241,-0.341499916,-0.413660355,-0.913379365,-1.663464802,-0.906169161,-1.875195329,-1.974626538,-0.850780887,-1.044424435,-1.54183507,-0.464771798,-1.102192873,-1.641814762,-0.500568542,3.582324014,-0.467408193,2.617000341,-0.821023053,-1.173925197,-0.818156412,-0.621602099,-0.943095149,-1.180456064,-1.387216143,-0.459570409,-0.298043644,2.3064314,2.057270684,2.439108274,2.533436,1.522851807,1.767269717,-0.207608311,0.602059991,-0.468521083,0.301029996,-0.15490196,0.602059991,7.290973654,5.078772093,5.078772093,0,0,-0.804100348,-0.252588192,-0.844663963,-2.698970004,-1.086186148,,-2.301029996,-1.721246399,-0.723538196,-0.379863945,-0.737769372,-0.513367233,2.667590868,-0.59345982,-0.725842151,2.57863921,-0.91721463,-0.454692884,2.731588765,2.778874472,-0.12,5.9,2.61,4.04,2.94,2.66,4.65,7.71,7.46,4.19,1.5,3.04
CY2017,Medicare FFS,NC,North Carolina,0.931174377,0.627843416,0.853992883,0.473010676,0.172441281,0.21558823,0.101379492,0.034868857,0.132455516,0.082163701,0.03086121,0.175629893,0.11424911,0.172384342,0.23194306,0.091743772,0.52116726,0.423957295,0.167701068,0.025266904,0.159544484,0.019373665,0.016213523,0.172,0.090747331,0.024754448,0.438348754,0.080683274,0.019330961,0.410761566,2934.709496,0.432242991,213,0.161,0.07,0.137,0.156,0.146,0.126,0.039,0.35743,0.574819984,193.7714597,98.80066419,242.2068638,240.9534523,15.47863809,30.99706702,0.54375,3,0.56,3,0.72,4,10383620,70250,70250,1,1,0.215,0.633,0.211,0.011,0.028,0.001,0.002,0.022,0.092,0.343,0.197114189,0.171982889,92.65297888,0.314,0.169,351,0.339,0.367,678,489,-0.030968983,-0.202148656,-0.068545749,-0.325129057,-0.76335876,-0.666374954,-0.99404989,-1.45756229,-0.877929951,-1.085320007,-1.51058705,-0.755401563,-0.942147174,-0.763502185,-0.634618618,-1.037423408,-0.283022875,-0.372677887,-0.775464172,-1.59744797,-0.797118206,-1.712788214,-1.790122608,-0.764471553,-1.042166139,-1.606346747,-0.358180224,-1.093216487,-1.713746559,-0.386410199,3.467565117,-0.36427204,2.328379603,-0.793174124,-1.15490196,-0.863279433,-0.806875402,-0.835647144,-0.899629455,-1.408935393,-0.446808999,-0.240468142,2.287289811,1.994759864,2.384186446,2.381933153,1.189732746,1.491320602,-0.26460073,0.477121255,-0.251811973,0.477121255,-0.142667504,0.602059991,7.016348786,4.846646329,4.846646329,0,0,-0.66756154,-0.19859629,-0.675717545,-1.958607315,-1.552841969,-3,-2.698970004,-1.657577319,-1.036212173,-0.46470588,-0.705282113,-0.76451476,1.966859387,-0.503070352,-0.772113295,2.545307116,-0.469800302,-0.435333936,2.831229694,2.689308859,-0.07,5.82,3.22,6.02,3.29,3.38,4.7,0.18,0.68,0.63,1.1,1.03
CY2017,Medicare FFS,ND,North Dakota,0.945008009,0.6038441,0.903363588,0.531945186,0.226196832,0.20602339,0.10121098,0.043514965,0.119594234,0.092009254,0.02758498,0.172094679,0.117458623,0.194162662,0.199679658,0.10500089,0.472148069,0.402918669,0.155187756,0.014593344,0.163908169,0.010322121,0.00889838,0.183,0.079907457,0.020466275,0.415020466,0.069585335,0.016906923,0.392062645,5511.399679,0.1875,11,0.11,0.054,0.072,0.112,0.073,0.086,0.026,0.275400009,0.305760002,294.8455683,121.6673933,280.0898756,271.23646,14.3532647,30.58452664,0.15875,1,0.84,5,0.4,2,760077,5619,5619,1,1,0.023,0.85,0.027,0.051,0.014,0,0.001,0.021,0.035,0.128,0.175412992,0.119883296,74.71746202,0.327,0.241,257,0.401,0.348,427,956,-0.024564511,-0.219075173,-0.044137419,-0.274133117,-0.645513482,-0.686083471,-0.994772372,-1.361361364,-0.922289758,-1.03616849,-1.559327327,-0.764232557,-0.930115095,-0.711834282,-0.699666176,-0.97880702,-0.325921782,-0.394782609,-0.809142547,-1.83584518,-0.785399401,-1.986231054,-2.050689052,-0.73754891,-1.09741269,-1.688961192,-0.381930486,-1.157482278,-1.771935427,-0.406644534,3.741261907,-0.726998728,1.041392685,-0.958607315,-1.26760624,-1.142667504,-0.950781977,-1.13667714,-1.065501549,-1.585026652,-0.56003605,-0.514619327,2.469594604,2.085174203,2.447297411,2.433348068,1.156950694,1.485501763,-0.799286266,0,-0.075720714,0.698970004,-0.397940009,0.301029996,5.880857591,3.749659032,3.749659032,0,0,-1.638272164,-0.070581074,-1.568636236,-1.292429824,-1.853871964,,-3,-1.677780705,-1.455931956,-0.89279003,-0.755938244,-0.921241326,1.873422111,-0.485452247,-0.617982957,2.409933123,-0.396855627,-0.458420756,2.630427875,2.980457892,-0.15,5.8,2.92,6.95,2.87,3.39,4.69,0.05,0.26,0.87,1.3,0.51
CY2017,Medicare FFS,OH,Ohio,0.926400331,0.605918963,0.859540841,0.470585957,0.183327738,0.228373959,0.108368589,0.041313005,0.13575911,0.082793172,0.028019523,0.173475712,0.123763655,0.193592955,0.212651396,0.10090902,0.500038737,0.415993079,0.162539059,0.025630762,0.16428221,0.015778736,0.013041345,0.211,0.084936601,0.023681016,0.419440643,0.074632647,0.018696898,0.392092555,4766.399117,0.39184953,286,0.149,0.069,0.142,0.141,0.145,0.071,0.046,0.357039986,0.451629982,213.7168085,109.037606,244.7338256,279.1186998,14.91848752,36.96890787,0.6625,4,0.42,3,0.62,4,11689442,77446,77446,1,1,0.123,0.792,0.122,0.002,0.021,0,0.002,0.024,0.037,0.182,0.201157285,0.224792063,89.10609319,0.323,0.202,292,0.221,0.35,706,719,-0.033201298,-0.217585455,-0.065733483,-0.327361037,-0.73677182,-0.641353419,-0.965096581,-1.383913219,-0.867231018,-1.082005478,-1.552539262,-0.760761321,-0.907406873,-0.713110451,-0.672331762,-0.996070012,-0.30099635,-0.380913895,-0.789042259,-1.591238482,-0.784409463,-1.80192779,-1.884677616,-0.675717545,-1.070905123,-1.625599661,-0.37732949,-1.127071155,-1.72823043,-0.406611404,3.678190405,-0.40688067,2.456366033,-0.826813732,-1.161150909,-0.847711656,-0.850780887,-0.838631998,-1.148741651,-1.337242168,-0.447283143,-0.345217235,2.32983868,2.037576308,2.388693999,2.445788933,1.173724795,1.567836621,-0.178814117,0.602059991,-0.37675071,0.477121255,-0.207608311,0.602059991,7.06779378,4.888998992,4.888998992,0,0,-0.910094889,-0.101274818,-0.913640169,-2.698970004,-1.677780705,,-2.698970004,-1.619788758,-1.431798276,-0.739928612,-0.696464234,-0.648219027,1.949907403,-0.490797478,-0.694648631,2.465382851,-0.655607726,-0.455931956,2.848804701,2.85672889,-0.04,5.59,2.88,6.11,3.18,3.36,4.65,0.44,1.38,3.7,1.6,0.63
CY2017,Medicare FFS,OK,Oklahoma,0.931150077,0.635250129,0.860881898,0.493198814,0.174252192,0.209309935,0.100978348,0.036181992,0.150335224,0.074909747,0.02746261,0.183632027,0.136829551,0.22885508,0.227114492,0.115491233,0.537132543,0.450393244,0.169610624,0.023788035,0.172350438,0.019210933,0.026882414,0.201,0.087738525,0.023143373,0.432697267,0.077907427,0.018082775,0.406588448,4960.040395,0.486577181,57,0.162,0.07,0.134,0.142,0.158,0.165,0.034,0.342449989,0.620320015,248.0846332,92.93549107,201.244735,432.0050223,11.08758137,24.7930639,0.6375,4,0.54,3,0.68,4,3943079,31024,31024,1,1,0.073,0.66,0.072,0.072,0.021,0.001,0.001,0.069,0.104,0.27,0.189275794,0.183059818,101.2255114,0.337,0.141,428,0.338,0.352,1122,577,-0.030980316,-0.197055238,-0.065056424,-0.306977976,-0.75882175,-0.679210158,-0.99577174,-1.441507532,-0.822939251,-1.12546167,-1.561258191,-0.736051572,-0.863820098,-0.640439443,-0.643755153,-0.937450982,-0.269918534,-0.346408133,-0.770546948,-1.623641431,-0.763587609,-1.716451543,-1.570531735,-0.696803943,-1.056809671,-1.635573347,-0.363815848,-1.108421139,-1.74273493,-0.390844965,3.695485213,-0.312848262,1.755874856,-0.790484985,-1.15490196,-0.872895202,-0.847711656,-0.801342913,-0.782516056,-1.468521083,-0.465402843,-0.207384206,2.394599864,1.968181598,2.303724527,2.635488796,1.04483682,1.3943302,-0.195519811,0.602059991,-0.26760624,0.477121255,-0.167491087,0.602059991,6.595835478,4.491697792,4.491697792,0,0,-1.13667714,-0.180456064,-1.142667504,-1.142667504,-1.677780705,-3,-3,-1.161150909,-0.982966661,-0.568636236,-0.722904924,-0.737406973,2.00528998,-0.472370099,-0.850780887,2.631443769,-0.4710833,-0.453457337,3.049992857,2.761175813,-0.08,5.79,3.33,6.04,3.29,3.57,4.63,0.03,0.54,3.21,1.1,1.62
CY2017,Medicare FFS,OR,Oregon,0.923621098,0.460061414,0.879504023,0.457690364,0.159909822,0.235047133,0.107797439,0.038578687,0.093364947,0.066894702,0.025731722,0.118124927,0.075601508,0.119796323,0.148793097,0.072297586,0.331130719,0.288451821,0.108290901,0.018229875,0.127686866,0.019668053,0.016830567,0.161,0.071131496,0.01651961,0.36747386,0.060403467,0.011505422,0.338632565,1659.31652,0.315384615,43,0.149,0.065,0.178,0.194,0.123,0.082,0.042,0.307530003,0.515320015,156.2186733,117.6360398,240.8371214,538.3432622,18.65779639,41.0670272,0.525,3,0.3,2,0.26,2,4190713,25727,25727,1,1,0.019,0.76,0.018,0.009,0.042,0.004,0.002,0.037,0.128,0.202,0.214139082,0.244762712,394.4223375,0.288,0.186,248,0.19,0.37,636,299,-0.034506155,-0.33718419,-0.05576217,-0.339428231,-0.79612486,-0.628845041,-0.967391558,-1.413652561,-1.029816145,-1.174608277,-1.589531149,-0.927658447,-1.121469542,-0.921556512,-0.827417217,-1.140876203,-0.480000528,-0.539926715,-0.965408033,-1.739216309,-0.893853772,-1.70623863,-1.773901253,-0.793174124,-1.147938057,-1.782000216,-0.434773549,-1.218938133,-1.939097435,-0.47027128,3.219929237,-0.501159496,1.633468456,-0.826813732,-1.187086643,-0.749579998,-0.71219827,-0.910094889,-1.086186148,-1.37675071,-0.512112508,-0.287922989,2.193732945,2.070540396,2.381723428,2.731059282,1.270860349,1.613493266,-0.279840697,0.477121255,-0.522878745,0.301029996,-0.585026652,0.301029996,6.622287919,4.410389147,4.410389147,0,0,-1.721246399,-0.119186408,-1.744727495,-2.045757491,-1.37675071,-2.397940009,-2.698970004,-1.431798276,-0.89279003,-0.694648631,-0.669304064,-0.611254744,2.595961503,-0.540607512,-0.730487056,2.394451681,-0.721246399,-0.431798276,2.803457116,2.475671188,-0.09,5.96,2.69,5.25,2.99,3,4.72,1.03,1.01,5.44,0.9,6.52
